Type Of House,Price,Street,City,State,Zip
House for sale,195000,921 Debra Ln,Madison,WI,53704
House for sale,279900,5714 Barton Rd,Madison,WI,53711
House for sale,299900,6446 Urich Ter,Madison,WI,53719
House for sale,260000,2134 E Washington Ave,Madison,WI,53704
Condo for sale,194900,5437 Congress Ave,Madison,WI,53718
Condo for sale,460000,6514 Old Sauk Rd,Madison,WI,53705
House for sale,250000,529 Luster Ave,Madison,WI,53704
House for sale,399900,225 W Sunset Ct,Madison,WI,53705
Apartment for sale,269900,102 Oak St,Madison,WI,53704
For sale by owner,369000,509 S Baldwin St,Madison,WI,53703
Condo for sale,192000,1314 Carpenter St,Madison,WI,53704
House for sale,309000,1614 Brynwood Dr,Madison,WI,53716
For sale by owner,499000,325 Riverside Dr,Madison,WI,53704
House for sale,349900,713 Notting Hill Way,Madison,WI,53718
House for sale,269000,5414 Day Tripper Dr,Madison,WI,53718
Condo for sale,349900,7315 Cedar Creek Trl,Madison,WI,53717
House for sale,199000,4030 Steinies Dr,Madison,WI,53714
House for sale,199900,117 Leon St,Madison,WI,53714
Condo for sale,475000,335 W Wilson St,Madison,WI,53703
House for sale,250000,2421 Upham St,Madison,WI,53704
Apartment for sale,174500,3005 Hermina St,Madison,WI,53714
House for sale,1200000,5525 Portage Rd,Madison,WI,53704
Condo for sale,225000,3955 Maple Grove Dr,Madison,WI,53719
House for sale,574800,817 Stagecoach Trl,Madison,WI,53717
House for sale,425000,2530 Commonwealth Ave,Madison,WI,53711
Condo for sale,197000,3902 Maple Grove Dr APT 15,Madison,WI,53719
Condo for sale,105000,4322 Melody Ln APT 210,Madison,WI,53704
House for sale,419900,4609 Waukesha St,Madison,WI,53705
Condo for sale,165000,7203 Mid Town Rd APT 311,Madison,WI,53719
For sale by owner,169900,1518 Golf View Rd UNIT C,Madison,WI,53704
House for sale,350000,2815 Chamberlain Ave,Madison,WI,53705
House for sale,255000,3406 Keswick Ct,Madison,WI,53719
House for sale,389000,702 Cone Flower St,Middleton,WI,53562
For sale by owner,815000,617 Riverside Dr,Madison,WI,53704
Condo for sale,330000,21 Maple Wood Ln UNIT 305,Madison,WI,53704
House for sale,624900,4421 Westport Rd,Madison,WI,53704
House for sale,299000,424 Hilton Dr,Madison,WI,53711
House for sale,144900,1310 Loftsgordon Ave,Madison,WI,53704
House for sale,599900,42 Elver Ct,Madison,WI,53719
House for sale,184900,506 N 6th St,Madison,WI,53704
Condo for sale,139900,101 Metro Ter UNIT 307,Madison,WI,53718
House for sale,325000,1002 N Westfield Rd,Madison,WI,53717
House for sale,259900,1126 Glacier Hill Dr,Madison,WI,53704
House for sale,389500,1852 Spaight St,Madison,WI,53704
Condo for sale,199900,510 N Midvale Blvd,Madison,WI,53705
Condo for sale,212000,8241 Starr Grass Dr,Madison,WI,53719
House for sale,185000,2002 Prairie Rd,Madison,WI,53711
House for sale,435900,924 Darien Dr,Madison,WI,53717
Condo for sale,225000,333 W Mifflin St UNIT 3090,Madison,WI,53703
House for sale,260000,445 Cherry Hill Dr,Madison,WI,53717
For sale by owner,435000,3100 Lake Mendota Dr APT 806,Madison,WI,53705
Condo for sale,89900,1002 N Sunnyvale Ln UNIT H,Madison,WI,53713
Condo for sale,89900,1002 N Sunnyvale Ln # 1118,Madison,WI,53713
House for sale,299897,2717 Whitlock Rd,Madison,WI,53719
Apartment for sale,275000,3114/3116 Churchill Dr,Madison,WI,53713
House for sale,369900,5523 Levitan Ln,Madison,WI,53718
House for sale,319900,118 Venus Way,Madison,WI,53718
House for sale,619900,1012 Jenifer St,Madison,WI,53703
House for sale,269900,3026 Greenway Trl,Madison,WI,53719
House for sale,359900,424 Milky Way,Madison,WI,53718
House for sale,659900,4150 Manitou Way,Madison,WI,53711
House for sale,214900,14 Bonner Cir,Madison,WI,53704
Condo for sale,255000,309 W Washington Ave UNIT 312,Madison,WI,53703
House for sale,464700,6110 Cottontail Trl,Madison,WI,53718
House for sale,169900,1821 Schlimgen Ave,Madison,WI,53704
Apartment for sale,176000,730 N Fair Oaks Ave,Madison,WI,53714
House for sale,899900,1630 Adams St,Madison,WI,53711
House for sale,455000,6714 Old Sauk Rd,Madison,WI,53705
House for sale,389900,540 Gately Ter,Madison,WI,53711
Condo for sale,135900,929 Rockefeller Ln,Madison,WI,53704
House for sale,529900,3536 Siggelkow Rd,Mc Farland,WI,53558
Condo for sale,139000,325 S Yellowstone Dr APT 225,Madison,WI,53705
Condo for sale,126000,1321 Loftsgordon Ave # 2,Madison,WI,53704
House for sale,1049000,801 Blue Aster Trl,Middleton,WI,53562
House for sale,259900,3046 Greenway Trl,Madison,WI,53719
Condo for sale,299500,201 N Blair St APT 205,Madison,WI,53703
Condo for sale,137000,507 East Blf,Madison,WI,53704
Condo for sale,275000,4 Peregrine Ct,Verona,WI,53593
House for sale,1199900,910 River Birch Rd,Middleton,WI,53562
Condo for sale,98000,735 Kottke Dr,Madison,WI,53719
House for sale,149900,3445 Graceland Ave,Madison,WI,53704
For sale by owner,215000,114 S Walbridge Ave,Madison,WI,53714
House for sale,265000,916 Emerald St,Madison,WI,53715
House for sale,349000,105 Riverside Dr,Madison,WI,53704
Condo for sale,129900,343 East Blf # 343,Madison,WI,53704
House for sale,399000,1749 Camelot Dr,Madison,WI,53705
House for sale,479900,4810 Waukesha St,Madison,WI,53705
House for sale,285000,4601 Valor Way,Madison,WI,53718
House for sale,279900,1410 Dewberry Dr,Madison,WI,53719
House for sale,329900,10 N Kenosha Dr,Madison,WI,53705
Condo for sale,399900,837 E Mifflin St,Madison,WI,53703
House for sale,304900,1510 Dewberry Dr,Madison,WI,53719
House for sale,485000,9421 Cobalt St,Middleton,WI,53562
House for sale,419900,1134 N Westfield Rd,Madison,WI,53717
House for sale,489800,9425 Elderberry Rd,Middleton,WI,53562
House for sale,579000,714 Hidden Cave Rd,Madison,WI,53717
House for sale,599900,722 Greystone Ln,Middleton,WI,53562
House for sale,295000,4654 Star Spangled Trl,Madison,WI,53718
For sale by owner,335000,725 W Olin Ave,Madison,WI,53715
House for sale,279900,641 Charles Ln,Madison,WI,53711
House for sale,425000,4133 Mineral Point Rd,Madison,WI,53705
Condo for sale,175000,4924 Whitcomb Dr APT 13,Madison,WI,53711
House for sale,239900,4417 Whitetail Ln,Madison,WI,53704
Lot / Land for sale,99000,4101 N Stoughton Rd,Madison,WI,53704
House for sale,465000,6221 Old Middleton Rd,Madison,WI,53705
House for sale,499900,1 W Spyglass Ct,Madison,WI,53717
House for sale,299900,1660 Capital Ave,Madison,WI,53705
House for sale,274900,26 Crossbridge Ct,Madison,WI,53717
House for sale,189900,4217 Lumley Rd,Madison,WI,53711
House for sale,384500,5301 S Hill Dr,Madison,WI,53705
House for sale,445000,2138 Keyes Ave,Madison,WI,53711
House for sale,349900,9 N Strathfield Cir,Madison,WI,53717
For sale by owner,280000,1413 Longview St,Madison,WI,53704
House for sale,450000,301 Sauk Creek Dr,Madison,WI,53717
House for sale,199900,4705 Camden Rd,Madison,WI,53716
Condo for sale,378500,309 W Washington Ave UNIT 600,Madison,WI,53703
House for sale,219900,1313 Oneill Ave,Madison,WI,53704
House for sale,245000,21 Dinauer Ct,Madison,WI,53716
House for sale,729900,1 Kingswood Cir,Verona,WI,53593
Condo for sale,650000,333 W Mifflin St UNIT 1262,Madison,WI,53703
House for sale,274900,1133 Chapel Hill Rd,Madison,WI,53711
Condo for sale,134000,41 Craig Ave,Madison,WI,53705
House for sale,289900,749 Odana Ln,Madison,WI,53711
Apartment for sale,529900,918 High St,Madison,WI,53715
House for sale,290000,201 Wolf St,Madison,WI,53717
House for sale,340000,3620 Gregory St,Madison,WI,53711
House for sale,215000,3625 Dawes St,Madison,WI,53714
House for sale,369900,2726 Sommers Ave,Madison,WI,53704
House for sale,465000,7430 Cedar Creek Trl,Madison,WI,53717
Condo for sale,259000,3144 S High Point Rd,Madison,WI,53719
Condo for sale,575000,155 E Wilson St APT L3,Madison,WI,53703
Apartment for sale,384500,212 S Henry St,Madison,WI,53703
Condo for sale,479000,825 E Mifflin St # 212,Madison,WI,53703
House for sale,320000,7309 Secret Bluff Dr,Madison,WI,53719
House for sale,272150,1006 Hathaway Dr,Madison,WI,53711
House for sale,235000,1706 Windom Way,Madison,WI,53704
House for sale,298000,6982 Reston Heights Dr,Madison,WI,53718
House for sale,425000,717 Glenway St,Madison,WI,53711
House for sale,325000,6150 Sledding Pkwy,Mc Farland,WI,53558
House for sale,249900,1518 Fremont Ave,Madison,WI,53704
Condo for sale,119900,6774 Park Ridge Dr APT B,Madison,WI,53719
House for sale,321900,6028 Saturn Dr,Madison,WI,53718
Condo for sale,169900,34 Whitcomb Cir,Madison,WI,53711
House for sale,875000,8705 Fairway Oaks Dr,Verona,WI,53593
House for sale,799000,1729 Heim Ave,Madison,WI,53705
House for sale,235500,4506 Camden Rd,Madison,WI,53716
House for sale,499900,218 Glacier Dr,Madison,WI,53705
Condo for sale,280000,333 W Mifflin St UNIT 3070,Madison,WI,53703
House for sale,250000,3210 Portage Rd,Madison,WI,53704
House for sale,279900,806 Merryturn Rd,Madison,WI,53714
Condo for sale,139900,1001 Fiedler Ln UNIT 2,Madison,WI,53713
House for sale,275000,918 Sky Ridge Dr,Madison,WI,53719
House for sale,650000,409 S Mills St,Madison,WI,53715
Condo for sale,429900,815 E Mifflin St,Madison,WI,53703
House for sale,224900,1705 Prairie Rd,Madison,WI,53711
Condo for sale,364900,682 N Midvale Blvd,Madison,WI,53705
Condo for sale,172500,701 Harbor House Dr UNIT 5,Madison,WI,53719
House for sale,298700,1409 Bellflower Ln,Madison,WI,53719
Apartment for sale,344900,842 S Brooks St,Madison,WI,53715
Apartment for sale,333500,5200 Manitowoc Pkwy # 5202,Madison,WI,53705
House for sale,315000,7814 W Oakbrook Cir,Madison,WI,53717
Condo for sale,394900,123 W Washington Ave UNIT 605,Madison,WI,53703
Condo for sale,570000,155 E Wilson St APT L1,Madison,WI,53703
Condo for sale,290000,4 Pin Oak Trl,Madison,WI,53717
Condo for sale,460000,6514 Old Sauk Rd,Madison,WI,53705
Condo for sale,290000,4 Pin Oak Trl,Madison,WI,53717
Condo for sale,185900,129 Ponwood Cir,Madison,WI,53717
House for sale,169900,523 Algoma St,Madison,WI,53704
House for sale,245000,21 Dinauer Ct,Madison,WI,53716
House for sale,398000,1025 S Whitney Way,Madison,WI,53711
Condo for sale,198900,720 Orion Trl,Madison,WI,53718
House for sale,485000,9421 Cobalt St,Middleton,WI,53562
Condo for sale,359900,594 N Midvale Blvd,Madison,WI,53705
House for sale,330000,8811 Silkwood Trl,Verona,WI,53593
Condo for sale,169900,1333 Glacier Hill Dr UNIT 4,Madison,WI,53704
Condo for sale,349900,123 S Randall Ave,Madison,WI,53715
House for sale,299900,6915 Silver Dawn Dr,Madison,WI,53718
House for sale,235500,4506 Camden Rd,Madison,WI,53716
House for sale,265000,916 Emerald St,Madison,WI,53715
Apartment for sale,199900,1905 Loftsgordon Ave,Madison,WI,53704
Apartment for sale,480000,1341 Williamson St,Madison,WI,53703
Apartment for sale,995000,6062 Driscoll Dr,Madison,WI,53718
Condo for sale,165000,222 Grand Canyon Dr,Madison,WI,53705
House for sale,299900,425 Jubilee Ln,Madison,WI,53718
Apartment for sale,239900,805 Vernon Ave # 807,Madison,WI,53714
Condo for sale,399900,7414 Cedar Creek Trl,Madison,WI,53717
Foreclosed,0,425 Mineau Pkwy,Madison,WI,53711
Condo for sale,135000,6816 Park Ridge Dr,Madison,WI,53719
Condo for sale,224900,808 Williamson St UNIT 302,Madison,WI,53703
Condo for sale,450000,50 S Henry St,Madison,WI,53703
House for sale,254900,541 Apollo Way,Madison,WI,53718
House for sale,452500,8939 Pine Hollow Pl,Verona,WI,53593
House for sale,239900,7 Katherine Ct,Madison,WI,53718
Pre-foreclosure / Auction,115485,602 Pinchot Ave,Madison,WI,53716
House for sale,228000,1930 Vahlen St,Madison,WI,53704
Condo for sale,395000,625 E Mifflin St UNIT 302,Madison,WI,53703
House for sale,385000,4410 Cherokee Dr,Madison,WI,53711
Condo for sale,319900,14 Hidden Hollow Trl,Madison,WI,53717
Condo for sale,394900,123 W Washington Ave UNIT 605,Madison,WI,53703
Condo for sale,215000,23 S Broom St,Madison,WI,53703
Condo for sale,378500,309 W Washington Ave UNIT 600,Madison,WI,53703
House for sale,224900,2309 N Sherman Ave,Madison,WI,53704
Condo for sale,217500,625 E Mifflin St UNIT 204,Madison,WI,53703
Condo for sale,475000,57 Settler Hill Cir,Madison,WI,53717
House for sale,489900,631 Big Stone Trl,Middleton,WI,53562
House for sale,354900,6015 Aries Way,Madison,WI,53718
House for sale,374900,232 Sugar Maple Ln,Verona,WI,53593
Condo for sale,330000,21 Maple Wood Ln UNIT 305,Madison,WI,53704
Lot / Land for sale,235000,9547 Sandhill Rd,Middleton,WI,53562
Condo for sale,575000,155 E Wilson St APT L3,Madison,WI,53703
For sale by owner,185900,3512 Commercial Ave,Madison,WI,53714
Condo for sale,255000,309 W Washington Ave UNIT 312,Madison,WI,53703
House for sale,215000,5001 Buckeye Rd,Madison,WI,53716
House for sale,249900,3912 Dempsey Rd,Madison,WI,53716
House for sale,227500,5409 Maher Ave,Madison,WI,53716
Condo for sale,219900,718 Herndon Dr APT A,Madison,WI,53718
Lot / Land for sale,169900,8517 Prairie Hill Rd,Madison,WI,53719
Condo for sale,269900,309 W Washington Ave UNIT 503,Madison,WI,53703
Condo for sale,362500,360 W Washington Ave UNIT 1008,Madison,WI,53703
Condo for sale,145000,5331 Brody Dr UNIT 202,Madison,WI,53705
Foreclosure,89100,6 Maple Wood Ln,Madison,WI,53704
Condo for sale,165000,9 Captains Ct UNIT 7,Madison,WI,53719
Apartment for sale,324900,702 N Thompson Dr,Madison,WI,53704
Condo for sale,465000,7430 Cedar Creek Trl,Madison,WI,53717
House for sale,219900,162 Belmont Rd,Madison,WI,53714
Condo for sale,212500,309 W Washington Ave UNIT 202,Madison,WI,53703
House for sale,279900,633 N Star Dr,Madison,WI,53718
House for sale,386900,18 S Strathfield Cir,Madison,WI,53717
House for sale,285000,1814 Red Fern Ln,Madison,WI,53718
Pre-foreclosure / Auction,151952,218 Koster St,Madison,WI,53713
For sale by owner,76000,2 Maple Wood Ln UNIT 19,Madison,WI,53704
House for sale,274900,1133 Chapel Hill Rd,Madison,WI,53711
House for sale,294900,4702 Flint Ln,Madison,WI,53714
Condo for sale,199900,340 N Allen St APT 11,Madison,WI,53726
House for sale,327500,4906 Phillip Ln,Madison,WI,53711
Auction,89100,6 Maple Wood Ln UNIT 3,Madison,WI,53704
House for sale,249900,6 Katherine Ct,Madison,WI,53718
House for sale,364900,10203 Watts Rd,Verona,WI,53593
Condo for sale,165000,222 Grand Canyon Dr # 222,Madison,WI,53705
House for sale,365000,721 Overlook Run,Verona,WI,53593
Apartment for sale,349000,214 Jackson St,Madison,WI,53704
House for sale,249900,103 N Star Dr,Madison,WI,53718
House for sale,359900,430 Orion Trl,Madison,WI,53718
Condo for sale,79000,805 Kottke Dr,Madison,WI,53719
House for sale,374900,10008 Watts Rd,Verona,WI,53593
Pre-foreclosure / Auction,0,38 Belmont Rd,Madison,WI,53714
House for sale,359900,424 Milky Way,Madison,WI,53718
Lot / Land for sale,375000,L2 Hunter Hl,Madison,WI,53705
Condo for sale,280000,333 W Mifflin St UNIT 3070,Madison,WI,53703
Condo for sale,129000,2 Maple Wood Ln UNIT 27,Madison,WI,53704
Condo for sale,119900,6774 Park Ridge Dr APT B,Madison,WI,53719
House for sale,374900,10236 Watts Rd,Verona,WI,53593
Condo for sale,475000,360 W Washington Ave UNIT 515,Madison,WI,53703
Condo for sale,118900,7417 Old Sauk Rd UNIT 102,Madison,WI,53717
Condo for sale,199500,340 N Allen St APT 12,Madison,WI,53726
Make Me MoveÂ®,410000,3126 Gregory St,Madison,WI,53711
Condo for sale,97000,715 Kottke Dr,Madison,WI,53719
House for sale,399900,10102 Watts Rd,Verona,WI,53593
House for sale,345900,1314 Brunette Downs Dr,Madison,WI,53718
Apartment for sale,3940000,6042-6072 Driscoll Dr,Madison,WI,53718
House for sale,321900,6028 Saturn Dr,Madison,WI,53718
House for sale,314900,504 Hercules Trl,Madison,WI,53718
Condo for sale,135900,929 Rockefeller Ln,Madison,WI,53704
House for sale,259900,7041 Reston Heights Dr,Madison,WI,53718
House for sale,369900,6023 Saturn Dr,Madison,WI,53718
Lot / Land for sale,450000,98.9 Ac Hanson Rd,Madison,WI,53704
Condo for sale,98000,735 Kottke Dr,Madison,WI,53719
Apartment for sale,959900,300 Coyier Ln,Madison,WI,53713
Condo for sale,364900,682 N Midvale Blvd,Madison,WI,53705
Condo for sale,172500,701 Harbor House Dr UNIT 5,Madison,WI,53719
Apartment for sale,994900,6042 Driscoll Dr,Madison,WI,53718
Condo for sale,499900,333 W Mifflin St UNIT 1265,Madison,WI,53703
House for sale,319900,416 Milky Way,Madison,WI,53718
Apartment for sale,994900,6052 Driscoll Dr,Madison,WI,53718
House for sale,429900,1305 Black Stallion Dr,Madison,WI,53718
Make Me MoveÂ®,360000,1134 Sunridge Dr,Madison,WI,53711
Condo for sale,424900,601 N Segoe Rd,Madison,WI,53705
Condo for sale,459000,625 N Segoe Rd UNIT 411,Madison,WI,53705
Condo for sale,128500,1656 Norman Way UNIT 1,Madison,WI,53705
Pre-foreclosure / Auction,178607,1809 Elka Ln,Madison,WI,53704
Pre-foreclosure / Auction,0,4550 Turquoise Ln,Madison,WI,53714
Pre-foreclosure / Auction,235223,1806 Dondee Rd,Madison,WI,53716
Condo for sale,255000,132 Alton Dr,Madison,WI,53718
Condo for sale,89900,539 Donofrio Dr UNIT 8,Madison,WI,53719
House for sale,319900,734 Color Peak Rd,Verona,WI,53593
Pre-foreclosure / Auction,0,3325 Furey Ave,Madison,WI,53714
House for sale,302900,239 Juneberry Dr,Madison,WI,53718
Lot / Land for sale,1800000,3618-30 Milwaukee St,Madison,WI,53714
House for sale,329900,405 Jubilee Ln,Madison,WI,53718
House for sale,369900,708 Holy Cross Way,Madison,WI,53704
Condo for sale,149000,829 N Gammon Rd APT D,Madison,WI,53717
House for sale,329900,432 Milky Way,Madison,WI,53718
Condo for sale,1175000,625 N Segoe Rd UNIT 1106,Madison,WI,53705
House for sale,314900,10219 Watts Rd,Verona,WI,53593
Condo for sale,650000,333 W Mifflin St UNIT 1262,Madison,WI,53703
Condo for sale,149900,841 N Gammon Rd APT A,Madison,WI,53717
Lot / Land for sale,210000,1018/1034 Walsh Rd,Madison,WI,53714
House for sale,349000,146 Rustic Dr,Madison,WI,53718
House for sale,424900,9510 Wild Prairie Trl,Madison,WI,53593
Lot / Land for sale,97900,1317 Black Stallion Dr,Madison,WI,53718
Foreclosed,291509,6218 Old Middleton Rd,Madison,WI,53705
Condo for sale,128500,1656 Norman Way,Madison,WI,53705
Condo for sale,465900,907 Castle Stone Pass,Verona,WI,53593
House for sale,314900,10223 Watts Rd,Verona,WI,53593
House for sale,294900,6153 Driscoll Dr,Madison,WI,53718
Pre-foreclosure / Auction,0,7207 Flagship Dr UNIT 5,Madison,WI,53719
House for sale,574800,817 Stagecoach Tr Trl,Madison,WI,53717
Condo for sale,108900,1102 Gammon Ln,Madison,WI,53719
Condo for sale,189900,4130 Bruns Ave,Madison,WI,53714
Condo for sale,750000,625 N Segoe Rd UNIT 1005,Madison,WI,53705
Condo for sale,189900,4132 Bruns Ave,Madison,WI,53714
House for sale,374900,6024 Aries Way,Madison,WI,53718
Condo for sale,139900,101 Metro Ter UNIT 307,Madison,WI,53718
Lot / Land for sale,110000,9430 Cobalt St,Middleton,WI,53562
Condo for sale,202500,340 N Allen St APT 7,Madison,WI,53726
House for sale,334900,504 Milky Way,Madison,WI,53718
Lot / Land for sale,100000,9424 Ancient Oak Ln,Verona,WI,53593
House for sale,396900,10212 Watts Rd,Verona,WI,53593
Pre-foreclosure / Auction,174184,146 Belmont Rd,Madison,WI,53714
Condo for sale,409900,1317 Brunette Downs Dr,Madison,WI,53718
Condo for sale,116500,5321 Brody Dr UNIT 102,Madison,WI,53705
Lot / Land for sale,35000,L25 Oak Ter,Poynette,WI,53714
Condo for sale,224900,808 Williamson St UNIT 101,Madison,WI,53703
Condo for sale,159900,4128 Bruns Ave,Madison,WI,53714
Pre-foreclosure / Auction,0,4523 Camden Rd,Madison,WI,53716
Lot / Land for sale,541718,4910 Tradewinds Pkwy,Madison,WI,53718
Condo for sale,159900,4134 Bruns Ave,Madison,WI,53714
Condo for sale,224900,808 Williamson St,Madison,WI,53703
Lot / Land for sale,58900,L6 Rattman Rd,Madison,WI,53718
Pre-foreclosure / Auction,164626,5618 E Buckeye Rd,Madison,WI,53716
Condo for sale,235000,360 W Washington Ave UNIT 1012,Madison,WI,53703
Lot / Land for sale,43500,3505 Graceland Ave,Madison,WI,53704
Apartment for sale,410000,101 103 Dempsey Rd,Madison,WI,53714
Condo for sale,494900,910 Castle Stone Pass,Verona,WI,53593
House for sale,353990,1232 Brunette Downs Dr,Madison,WI,53718
Lot / Land for sale,700000,1609 N Stoughton Rd,Madison,WI,53704
Condo for sale,600000,625 N Segoe Rd UNIT 312,Madison,WI,53705
Condo for sale,228500,333 W Mifflin St UNIT 2150,Madison,WI,53703
Condo for sale,366300,632 Burnt Sienna Dr # 5,Middleton,WI,53562
Condo for sale,380183,636 Burnt Sienna Dr # 7,Middleton,WI,53562
Condo for sale,384000,638 Burnt Sienna Dr # 8,Middleton,WI,53562
Condo for sale,365000,640 Burnt Sienna Dr # 9,Middleton,WI,53562
Lot / Land for sale,153000,514 Dragon Willow Ln,Middleton,WI,53562
House for sale,329900,5938 Carter Moon Pass,Madison,WI,53718
Pre-foreclosure / Auction,195853,2114 E Washington Ave,Madison,WI,53704
Lot / Land for sale,135000,9824 Cape Silver Way,Middleton,WI,53562
Condo for sale,439500,625 N Segoe Rd UNIT 601,Madison,WI,53705
House for sale,292900,6141 Driscoll Dr,Madison,WI,53718
Condo for sale,400000,625 N Segoe Rd UNIT 703,Madison,WI,53705
Condo for sale,111000,5311 Brody Dr UNIT 103,Madison,WI,53705
House for sale,384900,6207 Driscoll Dr,Madison,WI,53718
House for sale,369900,412 Milky Way,Madison,WI,53718
Condo for sale,122500,133 Craig Ave,Madison,WI,53705
Condo for sale,285000,625 N Segoe Rd UNIT 409,Madison,WI,53705
Lot / Land for sale,130000,6107 Davenport Dr,Madison,WI,53711
Condo for sale,379900,630 Burnt Sienna Dr # 4,Middleton,WI,53562
Lot / Land for sale,130000,6103 Davenport Dr,Madison,WI,53711
Condo for sale,519900,901 Old York Pl,Verona,WI,53593
Lot / Land for sale,130000,6104 Davenport Dr,Madison,WI,53711
House for sale,427900,5728 Levitan Ln,Madison,WI,53718
House for sale,279900,5237 Ridge Oak Dr,Madison,WI,53704
Condo for sale,239900,4138 Bruns Ave,Madison,WI,53714
Lot / Land for sale,130000,6105 Davenport Dr,Madison,WI,53711
Condo for sale,435000,625 N Segoe Rd UNIT 1007,Madison,WI,53705
Condo for sale,259900,333 W Mifflin St UNIT 5150,Madison,WI,53703
Condo for sale,384900,1235 Brunette Downs Dr,Madison,WI,53718
Condo for sale,234900,4126 Bruns Ave,Madison,WI,53714
Condo for sale,234900,4136 Bruns Ave,Madison,WI,53714
Condo for sale,424900,601 N Segoe Rd APT 303,Madison,WI,53705
Condo for sale,679900,2 Greenside Cir,Verona,WI,53593
For sale by owner,228500,309 W Washington Ave UNIT 204,Madison,WI,53703
Condo for sale,239900,4124 Bruns Ave,Madison,WI,53714
Condo for sale,529900,333 W Mifflin St UNIT 5180,Madison,WI,53703
Lot / Land for sale,69500,834 Silas St,Madison,WI,53714
Lot / Land for sale,69500,810 Silas St,Madison,WI,53714
Condo for sale,550000,625 N Segoe Rd UNIT 507,Madison,WI,53705
Lot / Land for sale,69500,808 Royster Oaks Dr,Madison,WI,53714
Lot / Land for sale,69500,849 Royster Oaks Dr,Madison,WI,53714
Lot / Land for sale,69500,803 Silas St,Madison,WI,53714
Condo for sale,625000,625 N Segoe Rd UNIT 412,Madison,WI,53705
Condo for sale,494500,918 Castle Stone Pass,Verona,WI,53593
Condo for sale,494500,916 Castle Stone Pass,Verona,WI,53593
Lot / Land for sale,65500,828 Royster Oaks Dr,Madison,WI,53714
Lot / Land for sale,65500,844 Royster Oaks Dr,Madison,WI,53714
Lot / Land for sale,65500,840 Royster Oaks Dr,Madison,WI,53714
Lot / Land for sale,65500,836 Royster Oaks Dr,Madison,WI,53714
Lot / Land for sale,65500,843 Silas St,Madison,WI,53714
Lot / Land for sale,65500,820 Royster Oaks Dr,Madison,WI,53714
Lot / Land for sale,65500,831 Silas St,Madison,WI,53714
Lot / Land for sale,65500,847 Silas St,Madison,WI,53714
Lot / Land for sale,65500,824 Royster Oaks Dr,Madison,WI,53714
Lot / Land for sale,65500,835 Silas St,Madison,WI,53714
Lot / Land for sale,65500,839 Silas St,Madison,WI,53714
Lot / Land for sale,65500,827 Silas St,Madison,WI,53714
Lot / Land for sale,65500,815 Silas St,Madison,WI,53714
Lot / Land for sale,65500,823 Silas St,Madison,WI,53714
Lot / Land for sale,65500,811 Silas St,Madison,WI,53714
Lot / Land for sale,65500,807 Silas St,Madison,WI,53714
House for sale,289900,212 Melba Ln,Athens,GA,30606
House for sale,298000,332 Carr St,Athens,GA,30605
House for sale,294500,180 Wilkerson St,Athens,GA,30601
House for sale,225000,186 Vine St,Athens,GA,30601
For sale by owner,149000,395 Cedar Springs Dr,Athens,GA,30605
House for sale,195000,115 Curtis Dr,Athens,GA,30605
House for sale,599000,160 Virginia Ave,Athens,GA,30601
House for sale,100000,336 Whitehead Rd,Athens,GA,30606
House for sale,234900,202 Ruth Dr,Athens,GA,30601
House for sale,169900,112 Indiana Ave,Athens,GA,30605
House for sale,295000,190 Autumnwood Ave,Athens,GA,30606
House for sale,178900,108 Wisteria Way,Athens,GA,30606
House for sale,445000,140 Sylvia Cir,Athens,GA,30601
House for sale,184900,115 Winterberry Dr,Athens,GA,30606
House for sale,185000,225 Shady Grove Dr,Athens,GA,30605
House for sale,264900,197 Honeytree Dr,Athens,GA,30605
House for sale,185000,1010 Belmont Rd,Athens,GA,30605
House for sale,149900,360 Round Table Rd,Athens,GA,30606
House for sale,149900,245 Roberts Rd,Athens,GA,30606
House for sale,137900,140/142 Ramble Hills Cir,Athens,GA,30606
Condo for sale,99000,290 Appleby Dr APT 153,Athens,GA,30605
House for sale,134900,8461 Macon Hwy,Athens,GA,30606
House for sale,176990,1025 College Station Rd,Athens,GA,30605
House for sale,149000,105 Armour Ct,Athens,GA,30605
House for sale,203900,153 Fox Hall Trl,Athens,GA,30601
House for sale,122000,460 Barnett Shoals Rd,Athens,GA,30605
House for sale,169900,125 Pittard Rd,Athens,GA,30601
House for sale,259900,665 Club Dr,Athens,GA,30607
House for sale,359900,550 King Ave,Athens,GA,30606
House for sale,192900,255 Cedar Springs Dr,Athens,GA,30605
Pre-foreclosure / Auction,155964,173 Falling Shoals Dr,Athens,GA,30605
House for sale,374800,3960 Old Jefferson Rd,Athens,GA,30607
House for sale,275900,155 Davis Estates Rd,Athens,GA,30606
House for sale,699000,310 Price Ave,Athens,GA,30606
House for sale,175000,262 Rhodes Dr,Athens,GA,30606
House for sale,279800,205 Emerald Dr,Athens,GA,30605
House for sale,294900,195 Greystone Ter,Athens,GA,30606
House for sale,159000,230 Auburn Pkwy,Athens,GA,30606
House for sale,199900,520 Scarlet Oak Dr,Athens,GA,30605
House for sale,147400,184 Wakefield Trce,Athens,GA,30605
House for sale,193000,123 Norman Way,Athens,GA,30606
House for sale,415000,1010 Oglethorpe Ave,Athens,GA,30606
House for sale,342200,435 Riverbottom Rd,Athens,GA,30606
House for sale,259000,120 Snapfinger Dr,Athens,GA,30605
